order_id,device_id,device_type,browser,operating_system,user_agent,ip_address,ip_country,ip_city,vpn_detected,proxy_detected,datacenter_ip,card_fingerprint,failed_payments,payment_attempts,phone_verified
18983,dev_388560,mobile,Chrome,iOS,mobile/iOS/Chrome,201.208.42.125,UAE,Dubai,0.0,0.0,0.0,card_27306,0.0,1.0,1.0
18984,dev_874013,tablet,Firefox,Windows,tablet/Windows/Firefox,2.116.239.129,Pakistan,Islamabad,0.0,0.0,0.0,card_25526,1.0,2.0,1.0
18985,dev_893718,mobile,Samsung Internet,Android,mobile/Android/Samsung Internet,18.183.212.166,Singapore,Singapore,0.0,0.0,0.0,card_75832,0.0,1.0,0.0
18986,,,,,,,,,,,,,,,
18987,dev_530928,mobile,Safari,Android,mobile/Android/Safari,34.108.249.203,UK,Manchester,0.0,0.0,0.0,card_39168,1.0,2.0,0.0
18988,dev_150700,mobile,Edge,iOS,mobile/iOS/Edge,213.53.93.45,Pakistan,Islamabad,0.0,0.0,0.0,card_29072,1.0,2.0,1.0
18989,dev_570100,mobile,Chrome,Android,mobile/Android/Chrome,103.196.148.216,Saudi Arabia,Riyadh,0.0,0.0,0.0,card_42171,0.0,1.0,1.0
18990,dev_247744,mobile,Firefox,iOS,mobile/iOS/Firefox,217.77.223.50,Pakistan,Islamabad,0.0,0.0,0.0,card_53368,1.0,2.0,1.0
18991,dev_693658,desktop,Safari,Linux,desktop/Linux/Safari,4.217.126.106,Pakistan,Islamabad,0.0,0.0,0.0,card_38777,0.0,1.0,1.0
18992,dev_767942,tablet,Chrome,Android,tablet/Android/Chrome,199.183.42.109,Pakistan,Islamabad,0.0,0.0,0.0,card_17296,1.0,2.0,1.0
18993,,,,,,,,,,,,,,,
18994,dev_771242,mobile,Chrome,Android,mobile/Android/Chrome,10.26.147.202,UAE,Dubai,0.0,0.0,0.0,card_34019,0.0,1.0,1.0
18995,dev_347629,desktop,Chrome,macOS,desktop/macOS/Chrome,37.34.4.139,Canada,Toronto,1.0,0.0,0.0,card_85441,0.0,1.0,1.0
18996,dev_840548,desktop,Safari,Windows,desktop/Windows/Safari,106.80.230.59,Pakistan,Islamabad,0.0,0.0,0.0,card_15561,0.0,1.0,1.0
18997,dev_748615,tablet,Chrome,iOS,tablet/iOS/Chrome,209.118.137.250,Australia,Sydney,0.0,0.0,0.0,card_45297,0.0,1.0,1.0
18998,dev_613571,desktop,Firefox,Linux,desktop/Linux/Firefox,70.239.36.239,Pakistan,Islamabad,0.0,0.0,0.0,card_94594,0.0,1.0,1.0
18999,dev_362820,desktop,Chrome,Windows,desktop/Windows/Chrome,164.97.112.91,Pakistan,Islamabad,0.0,1.0,0.0,card_40645,0.0,1.0,1.0
19000,dev_478967,desktop,Chrome,Windows,desktop/Windows/Chrome,123.59.2.243,USA,Los Angeles,0.0,0.0,0.0,card_79230,1.0,2.0,1.0
19001,dev_529209,mobile,Firefox,Android,mobile/Android/Firefox,125.161.111.131,Pakistan,Islamabad,0.0,0.0,0.0,card_71971,0.0,1.0,1.0
19002,dev_218349,desktop,Edge,macOS,desktop/macOS/Edge,154.142.79.158,UK,Manchester,0.0,0.0,0.0,card_68041,0.0,1.0,1.0
19003,dev_175545,mobile,Chrome,iOS,mobile/iOS/Chrome,180.34.117.94,Pakistan,Islamabad,0.0,0.0,0.0,card_52894,0.0,1.0,1.0
19004,dev_835079,mobile,Chrome,iOS,mobile/iOS/Chrome,111.248.114.18,Pakistan,Islamabad,0.0,0.0,0.0,card_93336,0.0,1.0,1.0
19005,dev_162013,desktop,Chrome,Windows,desktop/Windows/Chrome,177.196.54.53,Pakistan,Islamabad,0.0,0.0,0.0,card_92873,0.0,1.0,1.0
19006,,,,,,,,,,,,,,,
19007,dev_211778,mobile,Edge,iOS,mobile/iOS/Edge,140.167.138.231,Pakistan,Islamabad,0.0,0.0,0.0,card_88182,0.0,1.0,0.0
19008,dev_804482,desktop,Chrome,Linux,desktop/Linux/Chrome,216.142.16.172,Saudi Arabia,Riyadh,0.0,0.0,0.0,card_23123,0.0,1.0,1.0
19009,dev_541696,mobile,Samsung Internet,iOS,mobile/iOS/Samsung Internet,147.38.20.241,UK,Manchester,0.0,0.0,0.0,card_93189,0.0,1.0,1.0
19010,dev_917207,mobile,Edge,iOS,mobile/iOS/Edge,121.196.87.110,Saudi Arabia,Riyadh,0.0,0.0,0.0,card_17255,0.0,1.0,1.0
19011,,,,,,,,,,,,,,,
19012,dev_860665,desktop,Chrome,Linux,desktop/Linux/Chrome,11.6.189.206,Qatar,Doha,0.0,0.0,0.0,card_85005,0.0,1.0,1.0
19013,dev_351925,mobile,Chrome,Android,mobile/Android/Chrome,47.147.181.3,Pakistan,Islamabad,0.0,0.0,0.0,card_90967,0.0,1.0,1.0
19014,dev_769948,desktop,Other,Linux,desktop/Linux/Other,4.197.30.195,UAE,Dubai,0.0,0.0,0.0,card_52757,0.0,1.0,1.0
19015,dev_340562,mobile,Safari,iOS,mobile/iOS/Safari,6.64.105.61,Pakistan,Islamabad,0.0,0.0,0.0,card_45972,0.0,1.0,1.0
19016,,,,,,,,,,,,,,,
19017,dev_869529,desktop,Firefox,Windows,desktop/Windows/Firefox,161.246.81.231,Pakistan,Islamabad,0.0,0.0,0.0,card_19075,0.0,1.0,1.0
19018,dev_214065,desktop,Safari,macOS,desktop/macOS/Safari,72.23.233.72,Pakistan,Islamabad,1.0,0.0,0.0,card_17280,0.0,1.0,1.0
19019,dev_813685,mobile,Edge,Android,mobile/Android/Edge,143.253.203.151,UAE,Dubai,0.0,0.0,0.0,card_66923,0.0,1.0,1.0
19020,dev_239198,tablet,Firefox,Android,tablet/Android/Firefox,57.158.243.197,UK,Manchester,0.0,0.0,0.0,card_39560,0.0,1.0,1.0
19021,dev_329011,desktop,Safari,Linux,desktop/Linux/Safari,78.192.14.211,Pakistan,Islamabad,0.0,0.0,0.0,card_90639,0.0,1.0,1.0
19022,dev_888528,mobile,Safari,Android,mobile/Android/Safari,4.203.13.170,UAE,Dubai,0.0,0.0,0.0,card_94132,0.0,1.0,1.0
19023,dev_192721,mobile,Firefox,iOS,mobile/iOS/Firefox,197.58.101.89,USA,Los Angeles,0.0,0.0,0.0,card_72333,0.0,1.0,1.0
19024,dev_811495,mobile,Edge,Android,mobile/Android/Edge,64.22.205.30,Canada,Toronto,0.0,0.0,0.0,card_57073,0.0,1.0,0.0
19025,,,,,,,,,,,,,,,
19026,dev_681830,mobile,Firefox,iOS,mobile/iOS/Firefox,14.147.165.207,USA,Los Angeles,0.0,0.0,0.0,card_24351,0.0,1.0,1.0
19027,dev_463405,mobile,Firefox,Android,mobile/Android/Firefox,94.66.98.48,UK,Manchester,0.0,0.0,0.0,card_17777,0.0,1.0,1.0
19028,dev_104525,desktop,Firefox,macOS,desktop/macOS/Firefox,30.95.105.30,USA,Los Angeles,0.0,0.0,0.0,card_71222,0.0,1.0,1.0
19029,dev_813983,mobile,Safari,Android,mobile/Android/Safari,34.95.132.200,Pakistan,Islamabad,0.0,0.0,0.0,card_58305,0.0,1.0,1.0
19030,,,,,,,,,,,,,,,
19031,dev_852178,mobile,Chrome,iOS,mobile/iOS/Chrome,218.132.10.85,Pakistan,Islamabad,0.0,0.0,0.0,card_75735,0.0,1.0,1.0
19032,dev_626820,mobile,Firefox,iOS,mobile/iOS/Firefox,141.34.247.128,Saudi Arabia,Riyadh,0.0,0.0,0.0,card_33986,0.0,1.0,1.0
19033,,,,,,,,,,,,,,,
19034,,,,,,,,,,,,,,,
19035,dev_156350,mobile,Chrome,Android,mobile/Android/Chrome,28.18.30.43,Canada,Toronto,0.0,0.0,0.0,card_44152,0.0,1.0,1.0
19036,dev_667476,mobile,Chrome,Android,mobile/Android/Chrome,199.2.128.18,Pakistan,Islamabad,0.0,0.0,0.0,card_34305,0.0,1.0,1.0
19037,dev_688182,desktop,Chrome,Windows,desktop/Windows/Chrome,161.135.186.159,Pakistan,Islamabad,0.0,0.0,0.0,card_58445,0.0,1.0,0.0
19038,dev_933319,desktop,Chrome,Windows,desktop/Windows/Chrome,26.155.224.172,Pakistan,Islamabad,0.0,0.0,0.0,card_26850,0.0,1.0,1.0
19039,dev_217415,tablet,Chrome,Android,tablet/Android/Chrome,17.174.9.194,Canada,Toronto,0.0,0.0,0.0,card_72285,0.0,1.0,0.0
19040,dev_388681,desktop,Safari,Linux,desktop/Linux/Safari,162.72.139.213,Singapore,Singapore,0.0,0.0,0.0,card_21593,0.0,1.0,1.0
19041,dev_213840,desktop,Chrome,macOS,desktop/macOS/Chrome,160.8.97.193,Pakistan,Islamabad,0.0,0.0,1.0,card_73863,0.0,1.0,1.0
19042,dev_118841,mobile,Chrome,Android,mobile/Android/Chrome,35.102.247.17,UK,Manchester,0.0,0.0,0.0,card_80967,0.0,1.0,1.0
19043,dev_457634,mobile,Chrome,iOS,mobile/iOS/Chrome,100.184.159.124,Saudi Arabia,Riyadh,0.0,0.0,0.0,card_89696,0.0,1.0,1.0
19044,dev_897955,mobile,Chrome,iOS,mobile/iOS/Chrome,27.32.84.82,USA,Los Angeles,0.0,0.0,0.0,card_65318,0.0,1.0,1.0
19045,dev_708036,mobile,Chrome,iOS,mobile/iOS/Chrome,46.200.56.162,Pakistan,Islamabad,0.0,0.0,1.0,card_82024,0.0,1.0,1.0
19046,dev_795368,mobile,Firefox,iOS,mobile/iOS/Firefox,170.118.157.32,Pakistan,Islamabad,0.0,0.0,0.0,card_20537,0.0,1.0,0.0
19047,dev_647934,mobile,Other,Android,mobile/Android/Other,141.87.183.46,Pakistan,Islamabad,0.0,0.0,0.0,card_64119,0.0,1.0,1.0
19048,,,,,,,,,,,,,,,
19049,dev_469630,mobile,Firefox,iOS,mobile/iOS/Firefox,84.240.133.144,Pakistan,Islamabad,0.0,0.0,0.0,card_98066,0.0,1.0,1.0
19050,dev_298982,desktop,Chrome,Linux,desktop/Linux/Chrome,18.69.69.143,Pakistan,Islamabad,0.0,0.0,0.0,card_97289,0.0,1.0,0.0
19051,dev_350372,mobile,Firefox,Android,mobile/Android/Firefox,140.84.23.119,UAE,Dubai,0.0,0.0,0.0,card_30037,1.0,2.0,1.0
19052,dev_371982,mobile,Chrome,Android,mobile/Android/Chrome,32.179.224.183,UK,Manchester,0.0,0.0,0.0,card_65616,0.0,1.0,1.0
19053,dev_616838,tablet,Firefox,Windows,tablet/Windows/Firefox,222.139.175.222,UAE,Dubai,0.0,0.0,0.0,card_32836,1.0,2.0,1.0
19054,dev_308255,mobile,Chrome,iOS,mobile/iOS/Chrome,127.140.77.80,Pakistan,Islamabad,0.0,0.0,0.0,card_70523,0.0,1.0,1.0
19055,dev_672894,mobile,Chrome,iOS,mobile/iOS/Chrome,32.165.63.110,Pakistan,Islamabad,0.0,0.0,0.0,card_75526,0.0,1.0,1.0
19056,dev_529013,desktop,Chrome,macOS,desktop/macOS/Chrome,69.186.51.195,Australia,Sydney,0.0,0.0,1.0,card_95548,0.0,1.0,1.0
19057,dev_543314,desktop,Safari,Windows,desktop/Windows/Safari,149.4.90.115,Pakistan,Islamabad,0.0,0.0,0.0,card_76406,0.0,1.0,1.0
19058,dev_144304,mobile,Samsung Internet,iOS,mobile/iOS/Samsung Internet,73.170.147.19,USA,Los Angeles,0.0,0.0,0.0,card_25838,0.0,1.0,0.0
19059,dev_162701,mobile,Safari,Android,mobile/Android/Safari,177.81.204.165,UK,Manchester,0.0,0.0,0.0,card_59971,0.0,1.0,1.0
19060,dev_880483,mobile,Safari,iOS,mobile/iOS/Safari,69.112.165.101,USA,Los Angeles,0.0,0.0,0.0,card_46897,0.0,1.0,1.0
19061,dev_477358,mobile,Chrome,Android,mobile/Android/Chrome,218.165.191.130,UK,Manchester,0.0,0.0,0.0,card_29492,0.0,1.0,1.0
19062,dev_563502,mobile,Firefox,iOS,mobile/iOS/Firefox,124.250.200.155,UAE,Dubai,0.0,0.0,0.0,card_73079,0.0,1.0,0.0
19063,,,,,,,,,,,,,,,
19064,dev_898029,mobile,Safari,Android,mobile/Android/Safari,4.77.145.113,Pakistan,Islamabad,0.0,0.0,0.0,card_81011,0.0,1.0,1.0
19065,dev_391895,mobile,Edge,Android,mobile/Android/Edge,170.92.18.3,Canada,Toronto,0.0,0.0,0.0,card_65353,0.0,1.0,1.0
19066,dev_509872,desktop,Chrome,Windows,desktop/Windows/Chrome,15.7.182.174,Turkey,Istanbul,0.0,0.0,0.0,card_83052,0.0,1.0,1.0
19067,dev_538281,mobile,Safari,iOS,mobile/iOS/Safari,127.12.248.64,Pakistan,Islamabad,0.0,0.0,0.0,card_69989,0.0,1.0,1.0
19068,dev_511630,mobile,Safari,Android,mobile/Android/Safari,60.50.241.196,UAE,Dubai,0.0,0.0,0.0,card_62302,0.0,1.0,1.0
19069,dev_185025,desktop,Chrome,Windows,desktop/Windows/Chrome,30.61.62.55,UAE,Dubai,0.0,0.0,0.0,card_83830,0.0,1.0,0.0
19070,dev_462457,desktop,Chrome,macOS,desktop/macOS/Chrome,145.206.174.27,USA,Los Angeles,0.0,0.0,0.0,card_18077,0.0,1.0,1.0
19071,dev_784093,desktop,Chrome,Linux,desktop/Linux/Chrome,102.43.143.252,Pakistan,Islamabad,0.0,0.0,0.0,card_80270,1.0,2.0,1.0
19072,,,,,,,,,,,,,,,
19073,dev_257238,mobile,Chrome,Android,mobile/Android/Chrome,167.107.146.140,Pakistan,Islamabad,0.0,0.0,0.0,card_24385,1.0,2.0,1.0
19074,dev_873946,mobile,Chrome,iOS,mobile/iOS/Chrome,119.242.4.124,UK,Manchester,0.0,0.0,0.0,card_90063,0.0,1.0,1.0
19075,dev_241233,mobile,Chrome,iOS,mobile/iOS/Chrome,78.122.58.180,Saudi Arabia,Riyadh,0.0,0.0,0.0,card_33232,0.0,1.0,1.0
19076,dev_307250,mobile,Chrome,Android,mobile/Android/Chrome,15.58.164.124,Pakistan,Islamabad,0.0,0.0,0.0,card_54560,0.0,1.0,1.0
19077,dev_128830,mobile,Samsung Internet,iOS,mobile/iOS/Samsung Internet,172.133.249.30,Pakistan,Islamabad,0.0,0.0,0.0,card_23782,0.0,1.0,0.0
19078,dev_241063,desktop,Chrome,macOS,desktop/macOS/Chrome,113.98.212.118,Pakistan,Islamabad,0.0,0.0,0.0,card_21472,0.0,1.0,1.0
19079,dev_482727,desktop,Safari,Windows,desktop/Windows/Safari,151.230.160.57,Pakistan,Islamabad,0.0,0.0,0.0,card_52528,0.0,1.0,0.0
19080,dev_593958,desktop,Edge,Linux,desktop/Linux/Edge,117.0.168.116,USA,Los Angeles,0.0,0.0,0.0,card_28199,0.0,1.0,0.0
19081,dev_636531,desktop,Safari,macOS,desktop/macOS/Safari,7.47.165.98,UK,Manchester,0.0,0.0,0.0,card_98965,0.0,1.0,0.0
19082,,,,,,,,,,,,,,,
19083,dev_667857,desktop,Firefox,Linux,desktop/Linux/Firefox,217.19.27.92,Pakistan,Islamabad,0.0,0.0,1.0,card_23275,2.0,3.0,1.0
19084,dev_333644,mobile,Chrome,Android,mobile/Android/Chrome,46.149.141.28,Pakistan,Islamabad,0.0,0.0,0.0,card_53440,0.0,1.0,0.0
19085,,,,,,,,,,,,,,,
19086,dev_473198,mobile,Chrome,Android,mobile/Android/Chrome,52.111.212.215,Pakistan,Islamabad,0.0,0.0,0.0,card_59996,1.0,2.0,1.0
19087,dev_592563,desktop,Chrome,Windows,desktop/Windows/Chrome,92.209.228.238,Pakistan,Islamabad,0.0,0.0,0.0,card_20331,0.0,1.0,1.0
19088,,,,,,,,,,,,,,,
19089,dev_173275,mobile,Safari,Android,mobile/Android/Safari,129.195.15.178,Pakistan,Islamabad,0.0,0.0,0.0,card_86371,0.0,1.0,1.0
19090,,,,,,,,,,,,,,,
19091,dev_789053,mobile,Chrome,iOS,mobile/iOS/Chrome,197.29.234.16,Qatar,Doha,0.0,0.0,0.0,card_95336,0.0,1.0,1.0
19092,dev_790617,mobile,Chrome,Android,mobile/Android/Chrome,78.24.230.74,Vietnam,Unknown,1.0,0.0,0.0,card_33822,0.0,1.0,1.0
19093,,,,,,,,,,,,,,,
19094,dev_860665,mobile,Safari,iOS,mobile/iOS/Safari,164.127.47.32,Canada,Toronto,0.0,0.0,0.0,card_84166,1.0,2.0,1.0
19095,dev_730187,mobile,Chrome,iOS,mobile/iOS/Chrome,101.30.7.8,Saudi Arabia,Riyadh,0.0,0.0,0.0,card_81422,1.0,2.0,1.0
19096,dev_930287,mobile,Chrome,Android,mobile/Android/Chrome,125.245.130.205,Singapore,Singapore,1.0,0.0,0.0,card_77568,0.0,1.0,0.0
19097,dev_368675,desktop,Safari,Windows,desktop/Windows/Safari,134.94.247.140,USA,Los Angeles,0.0,0.0,0.0,card_73901,0.0,1.0,1.0
19098,dev_129138,desktop,Safari,Windows,desktop/Windows/Safari,189.80.39.28,Pakistan,Islamabad,0.0,0.0,0.0,card_80255,0.0,1.0,1.0
19099,,,,,,,,,,,,,,,
19100,dev_283436,tablet,Chrome,iOS,tablet/iOS/Chrome,14.144.34.88,Pakistan,Islamabad,0.0,0.0,0.0,card_52630,0.0,1.0,1.0
19101,,,,,,,,,,,,,,,
19102,dev_828214,desktop,Firefox,Windows,desktop/Windows/Firefox,91.40.56.55,UK,Manchester,0.0,0.0,0.0,card_25447,0.0,1.0,1.0
19103,dev_601963,mobile,Firefox,Android,mobile/Android/Firefox,180.151.244.245,Pakistan,Islamabad,0.0,0.0,0.0,card_89328,0.0,1.0,1.0
19104,dev_692379,mobile,Chrome,iOS,mobile/iOS/Chrome,14.130.247.97,Pakistan,Islamabad,0.0,0.0,0.0,card_64266,0.0,1.0,1.0
19105,dev_585063,desktop,Safari,Windows,desktop/Windows/Safari,159.146.229.143,USA,Los Angeles,0.0,0.0,0.0,card_91599,0.0,1.0,1.0
19106,dev_307639,mobile,Edge,iOS,mobile/iOS/Edge,192.209.65.133,Pakistan,Islamabad,0.0,0.0,0.0,card_47016,0.0,1.0,1.0
19107,dev_538911,mobile,Chrome,Android,mobile/Android/Chrome,136.151.211.145,Pakistan,Islamabad,0.0,0.0,0.0,card_76145,0.0,1.0,0.0
19108,dev_133699,mobile,Chrome,iOS,mobile/iOS/Chrome,31.19.220.41,UAE,Dubai,0.0,0.0,0.0,card_28754,0.0,1.0,0.0
19109,dev_116676,mobile,Chrome,iOS,mobile/iOS/Chrome,4.206.184.20,Canada,Toronto,0.0,1.0,0.0,card_16938,0.0,1.0,1.0
19110,dev_789564,mobile,Chrome,iOS,mobile/iOS/Chrome,157.122.10.149,Pakistan,Islamabad,0.0,1.0,0.0,card_64230,1.0,2.0,0.0
19111,dev_458638,mobile,Safari,iOS,mobile/iOS/Safari,7.12.220.101,Qatar,Doha,0.0,0.0,0.0,card_52604,1.0,2.0,0.0
19112,dev_733002,mobile,Other,Android,mobile/Android/Other,162.36.18.61,Pakistan,Islamabad,0.0,0.0,0.0,card_32654,0.0,1.0,0.0
19113,dev_906674,desktop,Safari,Linux,desktop/Linux/Safari,111.77.200.51,USA,Los Angeles,0.0,0.0,0.0,card_30068,0.0,1.0,1.0
19114,,,,,,,,,,,,,,,
19115,,,,,,,,,,,,,,,
19116,dev_921937,mobile,Safari,Android,mobile/Android/Safari,45.214.202.235,UAE,Dubai,0.0,0.0,0.0,card_20634,1.0,2.0,1.0
19117,dev_391895,desktop,Safari,macOS,desktop/macOS/Safari,87.117.77.206,Pakistan,Islamabad,0.0,0.0,0.0,card_40252,0.0,1.0,1.0
19118,,,,,,,,,,,,,,,
19119,dev_189718,desktop,Chrome,macOS,desktop/macOS/Chrome,173.132.242.129,Pakistan,Islamabad,0.0,0.0,0.0,card_47407,0.0,1.0,1.0
19120,dev_666517,desktop,Safari,macOS,desktop/macOS/Safari,23.158.108.206,Pakistan,Islamabad,0.0,0.0,0.0,card_38593,0.0,1.0,1.0
19121,dev_511296,desktop,Safari,Linux,desktop/Linux/Safari,172.219.181.181,Turkey,Istanbul,0.0,0.0,0.0,card_78085,0.0,1.0,1.0
19122,,,,,,,,,,,,,,,
19123,dev_622462,mobile,Safari,iOS,mobile/iOS/Safari,159.144.32.201,USA,Los Angeles,0.0,0.0,0.0,card_75924,0.0,1.0,1.0
19124,,,,,,,,,,,,,,,
19125,dev_830841,desktop,Firefox,Linux,desktop/Linux/Firefox,30.178.45.245,Pakistan,Islamabad,0.0,0.0,0.0,card_57802,0.0,1.0,1.0
19126,dev_274497,mobile,Chrome,Android,mobile/Android/Chrome,172.202.207.38,Pakistan,Islamabad,0.0,0.0,0.0,card_87093,0.0,1.0,1.0
19127,dev_429481,mobile,Chrome,Android,mobile/Android/Chrome,20.221.85.217,UK,Manchester,0.0,1.0,0.0,card_86204,0.0,1.0,1.0
19128,dev_999666,mobile,Chrome,iOS,mobile/iOS/Chrome,36.20.202.81,Pakistan,Islamabad,0.0,0.0,0.0,card_73546,1.0,2.0,1.0
19129,,,,,,,,,,,,,,,
19130,,,,,,,,,,,,,,,
19131,dev_317957,tablet,Firefox,iOS,tablet/iOS/Firefox,147.219.92.164,Turkey,Istanbul,0.0,0.0,0.0,card_16364,0.0,1.0,1.0
19132,dev_245028,mobile,Firefox,iOS,mobile/iOS/Firefox,117.65.122.116,Pakistan,Islamabad,0.0,0.0,0.0,card_37581,0.0,1.0,1.0
19133,,,,,,,,,,,,,,,
19134,dev_223742,mobile,Chrome,iOS,mobile/iOS/Chrome,71.162.235.119,Turkey,Istanbul,0.0,0.0,0.0,card_61508,0.0,1.0,1.0
19135,,,,,,,,,,,,,,,
19136,dev_123260,desktop,Chrome,macOS,desktop/macOS/Chrome,101.18.133.19,Pakistan,Islamabad,0.0,0.0,0.0,card_70322,0.0,1.0,0.0
19137,dev_836208,desktop,Chrome,macOS,desktop/macOS/Chrome,141.44.189.208,Pakistan,Islamabad,0.0,0.0,0.0,card_84975,0.0,1.0,1.0
19138,dev_321647,mobile,Other,iOS,mobile/iOS/Other,7.182.193.47,Pakistan,Islamabad,0.0,0.0,0.0,card_47075,0.0,1.0,1.0
19139,dev_213301,mobile,Edge,iOS,mobile/iOS/Edge,136.87.61.207,Pakistan,Islamabad,0.0,0.0,0.0,card_64376,0.0,1.0,1.0
19140,,,,,,,,,,,,,,,
19141,dev_718282,mobile,Safari,Android,mobile/Android/Safari,143.30.180.178,Pakistan,Islamabad,0.0,0.0,0.0,card_18391,0.0,1.0,0.0
19142,dev_910555,desktop,Chrome,macOS,desktop/macOS/Chrome,132.137.36.203,Turkey,Istanbul,0.0,0.0,0.0,card_53377,0.0,1.0,1.0
19143,,,,,,,,,,,,,,,
19144,dev_580005,mobile,Samsung Internet,iOS,mobile/iOS/Samsung Internet,211.188.167.188,Pakistan,Islamabad,0.0,0.0,0.0,card_44937,0.0,1.0,1.0
19145,dev_349152,desktop,Chrome,Windows,desktop/Windows/Chrome,111.254.175.220,Pakistan,Islamabad,0.0,0.0,0.0,card_88776,0.0,1.0,1.0
19146,,,,,,,,,,,,,,,
19147,dev_545758,mobile,Firefox,iOS,mobile/iOS/Firefox,46.145.52.17,Pakistan,Islamabad,0.0,0.0,0.0,card_82983,0.0,1.0,1.0
19148,,,,,,,,,,,,,,,
19149,dev_764161,desktop,Edge,Linux,desktop/Linux/Edge,43.163.216.40,UAE,Dubai,0.0,0.0,0.0,card_73271,0.0,1.0,1.0
19150,dev_347672,mobile,Chrome,iOS,mobile/iOS/Chrome,146.177.118.116,Pakistan,Islamabad,0.0,0.0,0.0,card_39213,0.0,1.0,0.0
19151,dev_353824,mobile,Chrome,Android,mobile/Android/Chrome,32.34.46.81,UAE,Dubai,1.0,0.0,0.0,card_32222,0.0,1.0,1.0
19152,dev_218592,mobile,Chrome,Android,mobile/Android/Chrome,95.246.66.180,USA,Los Angeles,0.0,0.0,0.0,card_68356,1.0,2.0,1.0
19153,dev_303618,mobile,Chrome,iOS,mobile/iOS/Chrome,13.194.234.166,UK,Manchester,0.0,0.0,0.0,card_55263,1.0,2.0,1.0
19154,dev_455466,tablet,Chrome,Android,tablet/Android/Chrome,210.249.62.235,Pakistan,Islamabad,0.0,0.0,0.0,card_36006,1.0,2.0,0.0
19155,dev_643914,mobile,Safari,iOS,mobile/iOS/Safari,199.76.105.207,Qatar,Doha,0.0,1.0,0.0,card_57799,0.0,1.0,0.0
19156,dev_282973,mobile,Edge,Android,mobile/Android/Edge,100.187.3.172,Pakistan,Islamabad,0.0,0.0,1.0,card_31991,1.0,2.0,1.0
19157,dev_622790,desktop,Chrome,Windows,desktop/Windows/Chrome,179.80.57.107,UAE,Dubai,0.0,0.0,0.0,card_77969,1.0,2.0,0.0
19158,dev_665727,desktop,Chrome,Windows,desktop/Windows/Chrome,117.110.154.156,Nigeria,Unknown,0.0,0.0,1.0,card_77024,0.0,1.0,1.0
19159,dev_983044,mobile,Chrome,iOS,mobile/iOS/Chrome,35.245.81.11,Pakistan,Islamabad,0.0,0.0,0.0,card_51734,0.0,1.0,1.0
19160,dev_123869,desktop,Chrome,Linux,desktop/Linux/Chrome,15.126.213.185,Pakistan,Islamabad,0.0,0.0,0.0,card_48943,0.0,1.0,0.0
19161,dev_841300,mobile,Firefox,iOS,mobile/iOS/Firefox,166.163.37.138,Pakistan,Islamabad,1.0,0.0,0.0,card_93728,0.0,1.0,1.0
19162,dev_212009,mobile,Chrome,iOS,mobile/iOS/Chrome,101.188.4.42,USA,Los Angeles,0.0,1.0,0.0,card_56221,0.0,1.0,1.0
19163,dev_120158,desktop,Chrome,Windows,desktop/Windows/Chrome,2.227.213.246,Pakistan,Islamabad,1.0,0.0,0.0,card_95900,0.0,1.0,1.0
19164,dev_736521,mobile,Edge,iOS,mobile/iOS/Edge,181.50.54.13,Pakistan,Islamabad,0.0,0.0,0.0,card_71103,0.0,1.0,1.0
19165,dev_682870,mobile,Chrome,iOS,mobile/iOS/Chrome,6.251.27.82,UAE,Dubai,0.0,0.0,0.0,card_36133,0.0,1.0,1.0
19166,dev_305825,mobile,Safari,Android,mobile/Android/Safari,105.216.6.79,Pakistan,Islamabad,0.0,0.0,0.0,card_66013,0.0,1.0,0.0
19167,dev_740283,mobile,Chrome,iOS,mobile/iOS/Chrome,136.249.29.144,Pakistan,Islamabad,0.0,0.0,0.0,card_66994,0.0,1.0,1.0
19168,dev_211516,desktop,Chrome,Linux,desktop/Linux/Chrome,11.42.71.186,Pakistan,Islamabad,0.0,0.0,0.0,card_39988,0.0,1.0,1.0
19169,,,,,,,,,,,,,,,
19170,,,,,,,,,,,,,,,
19171,dev_348247,mobile,Safari,Android,mobile/Android/Safari,39.161.210.121,UAE,Dubai,0.0,0.0,0.0,card_40883,0.0,1.0,1.0
19172,dev_464953,mobile,Chrome,Android,mobile/Android/Chrome,110.155.48.29,Pakistan,Islamabad,0.0,0.0,0.0,card_68774,0.0,1.0,1.0
19173,dev_878526,mobile,Chrome,Android,mobile/Android/Chrome,84.84.102.155,Pakistan,Islamabad,0.0,0.0,0.0,card_40737,0.0,1.0,1.0
19174,dev_921380,desktop,Chrome,macOS,desktop/macOS/Chrome,81.240.224.11,UAE,Dubai,0.0,0.0,0.0,card_80732,0.0,1.0,0.0
19175,dev_298673,mobile,Safari,iOS,mobile/iOS/Safari,85.141.223.129,Pakistan,Islamabad,0.0,0.0,0.0,card_71393,0.0,1.0,1.0
19176,dev_410124,desktop,Chrome,macOS,desktop/macOS/Chrome,206.118.143.157,USA,Los Angeles,0.0,0.0,0.0,card_82354,0.0,1.0,1.0
19177,dev_511630,desktop,Chrome,Linux,desktop/Linux/Chrome,136.230.220.31,Pakistan,Islamabad,0.0,0.0,0.0,card_57025,0.0,1.0,1.0
19178,dev_440158,tablet,Chrome,Windows,tablet/Windows/Chrome,221.141.38.30,Pakistan,Islamabad,0.0,0.0,0.0,card_89484,0.0,1.0,1.0
